地点番号,地点名,国名,緯度,経度,日平均気温,日最高気温,日最低気温,日降水量
94980,フリンダース島,オーストラリア,-40.08,148.00,15.6,20.7,,0.0
94981,スウォンジー,オーストラリア,-42.13,148.07,,,,0.0
94983,エディーストーン岬,オーストラリア,-40.98,148.33,18.1,24.4,,0.0
94985,ROSS(THEBOULEVARDS),オーストラリア,-42.02,147.48,,,,0.0
94987,FRIENDLYBEACHES,オーストラリア,-41.98,148.27,19.1,23.7,,0.0
94988,DENNESPOINT,オーストラリア,-43.05,147.35,17.0,,,
94995,ロードハウ島,オーストラリア,-31.53,159.07,21.4,23.4,,0.0
94996,ノーフォーク島,オーストラリア,-29.03,167.93,21.2,24.0,,2.0
94998,マックウォーリー島,オーストラリア,-54.48,158.93,5.5,7.4,,0.8
95101,TRUSCOTT,オーストラリア,-14.08,126.38,29.7,35.5,,0.0
95111,PORTKEATSAERO,オーストラリア,-14.23,129.52,28.9,34.6,,2.0
95121,MIDDLEPOINTAWS,オーストラリア,-12.60,131.28,29.3,35.3,,0.2
95142,MANINGRIDAAERO,オーストラリア,-12.05,134.23,29.5,32.7,,0.0
95146,NGAYAWILI,オーストラリア,-11.98,135.57,30.2,32.5,,0.0
95204,WESTROEBUCK,オーストラリア,-17.88,122.30,,,,0.0
95205,ダービー,オーストラリア,-17.37,123.65,30.9,38.3,,0.0
95214,ウィンダム,オーストラリア,-15.50,128.15,33.1,39.2,,0.0
95283,クックタウンAIRPORT,オーストラリア,-15.43,145.18,27.0,33.1,,0.2
95284,WALKAMINRESEARCHSTATION,オーストラリア,-17.13,145.42,,,,25.0
95286,マリーバAIRPORT,オーストラリア,-17.07,145.42,25.3,33.7,,41.0
95288,BOUGAINVILLEREEF,オーストラリア,-15.48,147.12,29.6,,,
95292,SOUTHJOHNSTONEEXPSTN,オーストラリア,-17.60,145.98,25.8,32.7,,19.0
95293,WOOLSHED,オーストラリア,-19.42,146.53,23.3,27.5,,0.2
95295,AYRDPIRESEARCHSTN,オーストラリア,-19.62,147.37,25.6,27.2,,32.0
95296,ALVABEACH,オーストラリア,-19.45,147.48,26.1,27.5,,61.0
95304,バロー島AIRPORT,オーストラリア,-20.87,115.40,30.7,35.0,,0.0
95305,オンズローAIRPORT,オーストラリア,-21.67,115.10,32.4,38.1,,0.0
95307,カラサAERODROME,オーストラリア,-20.70,116.77,32.2,37.0,,0.0
95317,マーブルバー,オーストラリア,-21.17,119.73,32.5,40.2,,0.0
95322,RABBITFLAT,オーストラリア,-20.17,130.00,29.3,37.8,,0.0
95351,ブラッコールAIRPORT,オーストラリア,-24.42,145.42,25.9,33.2,,0.0
95362,スプリングシュア,オーストラリア,-24.12,148.08,,,,47.0
95367,マッカイAERODROME,オーストラリア,-21.17,149.17,25.7,29.6,,33.0
95369,STLAWRENCE,オーストラリア,-22.33,149.52,25.6,30.3,,46.0
95370,WILLIAMSON,オーストラリア,-22.47,150.17,26.7,31.2,,0.6
95402,シャーク湾　AIRPORT,オーストラリア,-25.88,113.57,31.5,40.2,,0.0
95448,LEINSTERAERO,オーストラリア,-27.83,120.70,31.1,38.5,,0.0
95458,クーバーピーディAIRPORT,オーストラリア,-29.03,134.72,29.7,35.7,,0.0
95480,マーリー,オーストラリア,-29.65,138.07,30.4,37.5,,0.0
95481,MOOMBAAIRPORT,オーストラリア,-28.08,140.18,30.0,35.8,,0.0
95482,バーズビル,オーストラリア,-25.88,139.33,31.8,38.2,,0.0
95485,ティブバラAIRPORT,オーストラリア,-29.43,142.05,27.4,33.4,,0.0
95487,BALLERAGASFIELD,オーストラリア,-27.40,141.80,28.4,35.0,,0.0
95492,サーゴミンダー,オーストラリア,-27.98,143.80,25.8,30.9,,0.2
95512,ブルワリナ,オーストラリア,-29.95,146.85,,,,0.0
95520,COLLARENBRI(ALBERTST),オーストラリア,-29.53,148.57,,,,5.0
95527,モーリー,オーストラリア,-29.48,149.83,22.2,28.3,,0.0
95529,マイルズ,オーストラリア,-26.65,150.17,18.7,22.0,,11.0
95533,TEXASPOSTOFFICE,オーストラリア,-28.85,151.17,,,,0.0
95541,インベレル,オーストラリア,-29.77,151.10,,,,0.0
95543,ゲインダーAIRPORT,オーストラリア,-25.62,151.60,21.6,25.3,,6.0
95551,トゥーンバAIRPORT,オーストラリア,-27.53,151.90,15.4,17.3,,9.0
95565,ハービー湾AIRPORT,オーストラリア,-25.32,152.87,22.5,25.5,,9.0
95566,ビアブラム,オーストラリア,-26.95,152.95,19.6,22.5,,16.0
95570,GRAFTONAIRPORTAWS,オーストラリア,-29.75,153.02,19.2,22.3,,0.6
95571,グラフトンRESEARCHSTATION,オーストラリア,-29.62,152.95,19.3,21.6,,2.0
95572,ナンバーDPI,オーストラリア,-26.63,152.93,19.8,22.6,,31.0
95575,BEAUDESERTDRUMLEYSTREET,オーストラリア,-27.97,152.98,20.2,23.3,,6.0
95581,LOGANCITYWATERTREATMENT,オーストラリア,-27.68,153.18,,,,4.0
95591,イプスウィッチ,オーストラリア,-27.22,153.08,20.9,23.3,,16.0
95607,ガーデン島,オーストラリア,-32.23,115.68,28.9,39.5,,0.0
95610,カラマンダ,オーストラリア,-32.00,116.13,29.9,38.9,,0.0
95611,バッセルトン,オーストラリア,-33.68,115.40,31.1,38.0,,0.0
95612,ジンジン,オーストラリア,-31.45,115.85,31.8,42.3,,
95614,KARNET,オーストラリア,-32.43,116.07,,,,0.0
95617,SHANNON,オーストラリア,-34.57,116.33,27.5,39.1,,0.0
95621,コリーEAST,オーストラリア,-33.35,116.17,28.1,39.4,,0.0
95625,キュンダーディンAIRFIELD,オーストラリア,-31.62,117.22,31.4,41.1,,0.0
95629,ダルワリニュ,オーストラリア,-30.27,116.67,32.0,39.8,,0.0
95632,ブリッジタウン,オーストラリア,-33.93,116.12,29.8,,,0.0
95634,サザンクロスAIRFIELD,オーストラリア,-31.23,119.35,29.4,37.7,,0.0
95635,レーブンズソープ／ホープタウン,オーストラリア,-33.92,120.12,22.4,33.6,,0.0
95636,JACUP,オーストラリア,-33.88,119.10,26.7,37.1,,0.0
95637,レークグレース,オーストラリア,-33.10,118.45,30.4,38.0,,0.0
95638,エスペランス,オーストラリア,-33.67,121.82,24.9,35.7,,0.0
95639,SALMONGUMSRES.STN,オーストラリア,-32.98,121.62,25.8,35.7,,0.0
95640,WANDERING,オーストラリア,-32.67,116.67,30.1,40.0,,0.0
95641,WITCHCLIFFE,オーストラリア,-34.02,115.10,27.8,38.9,,0.0
95642,ノースマンAERODROME,オーストラリア,-32.20,121.75,26.3,35.9,,0.0
95644,MUNGLINUPWEST,オーストラリア,-33.55,120.68,26.5,37.2,,0.0
95646,フォレスト〔ウェスタンオーストラリア州〕,オーストラリア,-30.83,128.10,22.8,33.5,,0.0
95647,NORTHWALPOLE,オーストラリア,-34.93,116.72,26.1,38.0,,0.0
95654,ウディナAERODROME,オーストラリア,-33.03,135.45,25.6,36.6,,0.0
95658,OLYMPICDAMAERODROME,オーストラリア,-30.47,136.87,28.6,35.5,,0.0
95659,MINLATONAERO,オーストラリア,-34.73,137.52,23.0,34.1,,0.0
95660,ANDAMOOKA,オーストラリア,-30.43,137.17,,,,0.0
95661,ポートリンカンAERODROME,オーストラリア,-34.58,135.87,20.8,28.2,,0.0
95662,MINNIPADPI,オーストラリア,-32.83,135.15,25.8,36.3,,0.0
95663,CUMMINSAERO,オーストラリア,-34.25,135.70,24.0,34.0,,0.0
95664,ワイアラ,オーストラリア,-33.05,137.52,24.2,,,0.0
95666,ポートオーガスタ,オーストラリア,-32.50,137.70,27.2,35.3,,0.0
95667,CLAREHIGHSCHOOL,オーストラリア,-33.82,138.58,25.4,32.6,,0.0
95670,RAYVILLEPARK,オーストラリア,-33.77,138.22,24.2,35.0,,0.0
95671,ROSEWORTHYAWS,オーストラリア,-34.50,138.67,25.2,34.8,,0.0
95676,EDINBURGHRAAF,オーストラリア,-34.70,138.62,25.2,33.0,,0.0
95677,PARAFIELDAIRPORT,オーストラリア,-34.78,138.62,26.8,34.4,,0.0
95678,MOUNTLOFTY,オーストラリア,-34.97,138.70,21.0,29.0,,0.2
95687,レンマークAERODROME,オーストラリア,-34.18,140.67,26.7,35.5,,0.0
95692,POONCARIEMAILAGENCY,オーストラリア,-33.38,142.57,,,,0.0
95695,ウィルカニアAERODROME,オーストラリア,-31.52,143.38,,,,0.0
95697,アイバンホーAERODROME,オーストラリア,-32.87,144.30,24.9,31.2,,0.0
95699,WHITECLIFFSAWS,オーストラリア,-30.85,143.07,27.1,32.9,,0.0
95704,グリフィス,オーストラリア,-34.23,146.07,23.1,30.7,,0.0
95705,YANCOAGRICULTURALINSTITUTE,オーストラリア,-34.62,146.42,23.3,30.5,,0.0
95706,ナランデラ空港,オーストラリア,-34.70,146.50,23.1,30.6,,0.0
95708,コンドボリンAIRPORT,オーストラリア,-33.07,147.20,20.9,28.7,,0.0
95709,ウェストワイアロングAIRPORT,オーストラリア,-33.93,147.18,20.8,28.8,,0.0
95710,TRANGIERESEARCHSTATIONAWS,オーストラリア,-31.98,147.93,21.0,27.4,,0.0
95715,ウォルゲット,オーストラリア,-30.03,148.12,24.0,,,0.0
95716,グールバーン,オーストラリア,-34.80,149.72,14.2,19.3,,0.2
95717,パークスAIRPORT,オーストラリア,-33.12,148.23,19.9,26.7,,0.0
95718,クーナンブルAIRPORT,オーストラリア,-30.97,148.37,21.8,27.9,,0.0
95719,ダボ,オーストラリア,-32.22,148.57,19.6,26.9,,0.0
95721,カウラAIRPORT,オーストラリア,-33.83,148.63,19.1,25.6,,0.0
95722,TEMORAAIRPORT,オーストラリア,-34.42,147.50,20.5,26.6,,0.0
95726,オレンジAIRPORT,オーストラリア,-33.37,149.12,13.7,19.9,,0.0
95728,クーナバラブラン,オーストラリア,-31.32,149.27,16.7,23.1,,0.0
95734,ナラブリAIRPORT,オーストラリア,-30.30,149.82,21.9,28.3,,0.0
95740,ガンネダーAIRPORT,オーストラリア,-30.95,150.23,19.5,26.4,,0.0
95744,SPRINGWOOD(VALLEYHEIGHTS),オーストラリア,-33.70,150.58,,,,0.0
95747,MURRURUNDIGAPAWS,オーストラリア,-31.73,150.78,14.7,19.7,,0.0
95748,ウロンゴングAIRPORT,オーストラリア,-34.55,150.78,18.8,23.4,,0.4
95749,カイアマ,オーストラリア,-34.65,150.85,20.0,22.2,,0.0
95753,RICHMONDRAAF,オーストラリア,-33.60,150.77,18.6,23.1,,0.2
95754,MERRIWA(ROSCOMMON),オーストラリア,-32.18,150.17,17.9,23.0,,1.0
95758,スコーンAIRPORT,オーストラリア,-32.03,150.82,18.2,23.3,,0.4
95761,HOLSWORTHYAERODROMEAWS,オーストラリア,-33.98,150.93,17.8,,,
95762,タムワース,オーストラリア,-31.07,150.83,18.6,26.8,,0.0
95765,SYDNEYOLYMPICPARKAWS(ARCHERYCENTRE),オーストラリア,-33.83,151.07,18.7,22.5,,0.2
95767,LAKEMACQUARIEAWS,オーストラリア,-33.08,151.45,18.7,23.8,,8.0
95770,NORAHHEADAWS,オーストラリア,-33.27,151.57,20.5,24.1,,0.8
95771,セスノックAIRPORT,オーストラリア,-32.78,151.33,19.3,24.5,,5.0
95773,アーミデール空港,オーストラリア,-30.52,151.60,13.0,17.3,,2.0
95774,MANGROVEMOUNTAINAWS,オーストラリア,-33.28,151.20,16.9,21.1,,3.0
95779,NELSONBAY(NELSONHEAD),オーストラリア,-32.70,152.15,,,,13.0
95784,タリー,オーストラリア,-31.88,152.50,18.7,23.2,,3.0
95805,CAPEBORDA,オーストラリア,-35.75,136.58,20.9,28.7,,0.0
95806,ステンハウスベイ,オーストラリア,-35.27,136.93,20.5,25.7,,0.0
95807,KINGSTONEAERO,オーストラリア,-35.70,137.52,19.4,27.8,,0.0
95815,MUNKORA,オーストラリア,-36.10,140.32,24.8,35.2,,0.0
95816,ローブAIRFIELD,オーストラリア,-37.17,139.80,19.3,26.2,,0.0
95818,PALLAMANAAERODROME,オーストラリア,-35.05,139.22,22.8,33.2,,0.0
95822,DARTMOOR,オーストラリア,-37.92,141.25,18.4,26.9,,0.0
95823,PADTHAWAYSOUTH,オーストラリア,-36.65,140.52,23.2,33.9,,0.0
95825,CASTERTON,オーストラリア,-37.57,141.33,19.7,28.9,,0.0
95827,KANAGULK,オーストラリア,-37.12,141.80,21.5,32.2,,0.0
95831,WALPEUPRESEARCH,オーストラリア,-35.12,142.00,27.1,35.0,,0.0
95832,EDENHOPEAIRPORT,オーストラリア,-37.02,141.25,22.4,31.8,,0.0
95833,カイアブラム,オーストラリア,-36.33,145.05,22.9,31.0,,0.0
95835,LONGERENONG,オーストラリア,-36.67,142.28,23.8,33.0,,0.0
95836,TATURAINSTSUSTAINABLEAG,オーストラリア,-36.43,145.27,22.8,30.2,,0.0
95837,RUTHERGLENRESEARCH,オーストラリア,-36.10,146.50,21.9,32.4,,0.0
95839,ホーシャムAERODROME,オーストラリア,-36.67,142.17,23.6,33.0,,0.0
95840,WESTMERE,オーストラリア,-37.70,142.93,18.8,28.7,,0.0
95843,STRATHBOGIE,オーストラリア,-36.83,145.72,,,,0.0
95845,MOUNTGELLIBRAND,オーストラリア,-38.23,143.78,17.1,23.8,,0.0
95866,エセンドン空港,オーストラリア,-37.72,144.90,19.6,26.5,,0.0
95867,SCORESBYRESEARCHINSTITUTE,オーストラリア,-37.87,145.25,20.7,28.4,,0.0
95869,デニリクイン,オーストラリア,-35.55,144.93,23.8,32.1,,0.0
95874,VIEWBANK(ARPNSA),オーストラリア,-37.73,145.08,20.6,28.3,,0.0
95890,YARRAMAIRPORT,オーストラリア,-38.55,146.73,16.9,23.7,,0.0
95896,オールバリー空港,オーストラリア,-36.07,146.95,22.6,29.9,,0.0
95901,ボーボー山,オーストラリア,-37.83,146.27,14.1,18.1,,0.0
95904,レークスエントランス,オーストラリア,-37.87,148.00,,,,0.0
95908,THREDBOVILLAGE,オーストラリア,-36.50,148.30,,,,0.0
95909,THREDBOAWS,オーストラリア,-36.48,148.28,9.0,14.0,,0.0
95913,MOUNTMOORNAPA,オーストラリア,-37.73,147.13,16.8,23.4,,0.0
95916,CABRAMURRASMHEAAWS,オーストラリア,-35.93,148.37,12.2,17.4,,0.0
95918,オーボスト,オーストラリア,-37.68,148.47,16.8,,,0.0
95925,MOUNTGININIAWS,オーストラリア,-35.52,148.77,9.4,15.0,,0.0
95929,メリンビューラ空港,オーストラリア,-36.90,149.88,18.2,23.1,,0.0
95931,ビーガ,オーストラリア,-36.67,149.82,17.9,24.4,,0.0
95935,NAROOMAVMR,オーストラリア,-36.20,150.13,,,,0.0
95936,MELBOURNE(OLYMPICKPARK)COMPARISON,オーストラリア,-37.82,144.97,19.8,24.3,,0.0
95937,MORUYAAIRPORTAWS,オーストラリア,-35.90,150.13,19.4,22.8,,0.0
95940,POINTPERPENDICULARAWS,オーストラリア,-35.08,150.80,19.5,21.8,,0.0
95952,MOUNTREAD,オーストラリア,-41.83,145.53,12.1,17.1,,0.0
95953,ストラスゴードン,オーストラリア,-42.77,146.03,,,,0.0
95954,ローズベリー,オーストラリア,-40.67,144.68,15.6,19.3,,0.0
95956,LUNCHEONHILL(FORESTRY),オーストラリア,-41.13,145.15,17.1,24.8,,0.0
95957,WYNYARDAIRPORT,オーストラリア,-40.98,145.72,17.3,22.1,,0.0
95958,SCOTTSPEAKDAM,オーストラリア,-43.03,146.27,15.1,24.6,,0.0
95959,LIAWENEE,オーストラリア,-41.88,146.67,13.5,22.7,,0.0
95960,デボンポート空港,オーストラリア,-41.17,146.42,18.1,20.8,,0.0
95961,ローロッキー岬,オーストラリア,-42.98,145.50,14.5,,,
95962,WARRA,オーストラリア,-43.05,146.70,14.2,,,0.0
95964,LOWHEAD,オーストラリア,-41.05,146.78,17.4,21.6,,0.0
95966,ローンセストンAIRPORT,オーストラリア,-41.53,147.20,17.6,24.3,,0.0
95967,CAPEBRUNY(CAPEBRUNY),オーストラリア,-43.48,147.13,14.9,18.5,,0.0
95969,CRESSYRESEARCHSTATION,オーストラリア,-41.72,147.07,18.6,26.3,,0.0
95972,CAMPANIA(KINKORA),オーストラリア,-42.68,147.42,18.8,25.0,,0.0
95974,FINGAL(LEGGESTREET),オーストラリア,-41.63,147.95,18.6,25.1,,0.0
95977,GROVE(RESEARCHSTATION),オーストラリア,-42.98,147.07,16.5,25.7,,0.0
95979,ウェリントン山,オーストラリア,-42.88,147.23,11.0,16.6,,0.0
95981,セントヘレンズAERODROME,オーストラリア,-41.33,148.27,17.9,22.3,,0.0
95984,オーフォード〔ビクトリア州〕,オーストラリア,-42.55,147.87,,,,0.0
95985,SWANISLAND,オーストラリア,-40.72,148.12,18.2,21.1,,0.0
95986,TASMANISLAND,オーストラリア,-43.23,148.00,13.9,17.6,,0.0
95988,マリア島,オーストラリア,-42.65,148.02,16.6,19.7,,0.0
96001,サバン,インドネシア,5.87,95.32,26.9,31.0,,10.0
96009,ロークスマウェ,インドネシア,5.18,97.13,26.5,29.9,,0.0
96011,バンダアチェ,インドネシア,5.52,95.42,26.5,31.4,,16.0
96015,ムラボー,インドネシア,4.25,96.12,25.7,30.5,,18.0
96033,メダン／ブラワン,インドネシア,3.80,98.70,26.8,29.4,,0.2
96035,メダン,インドネシア,3.57,98.68,26.2,31.0,,0.0
96073,シボルガ,インドネシア,1.55,98.88,26.1,32.0,,92.0
96075,グヌンシトリ,インドネシア,1.27,97.60,26.5,31.9,,1.3
96087,バタム島,インドネシア,1.12,104.12,25.2,27.2,,55.9
96091,タンジュンピナン,インドネシア,0.92,104.53,25.1,29.2,,68.0
96109,プカンバル,インドネシア,0.47,101.45,26.6,32.1,,3.0
96145,テレンパ,インドネシア,3.20,106.25,25.3,26.7,,21.7
96147,ラナイ,インドネシア,3.95,108.38,,26.2,,0.0
96163,パダン,インドネシア,-0.88,100.35,26.1,31.9,,107.0
96171,ルンガト,インドネシア,-0.33,102.32,26.7,31.6,,1.0
96179,SINGKEP／ダボ空港,インドネシア,-0.48,104.58,26.8,31.0,,2.0
96195,ジャンビ,インドネシア,-1.63,103.65,26.3,31.4,,2.2
96207,KERINCI/DEPATIPARBO,インドネシア,-2.77,101.37,23.1,28.6,,0.0
96221,パレンバン,インドネシア,-2.90,104.70,27.2,31.6,,0.0
96237,パンカルピナン,インドネシア,-2.17,106.13,25.9,31.2,,8.0
96249,タンジュンパンダン,インドネシア,-2.75,107.75,27.2,30.5,,0.0
96253,ブンクル,インドネシア,-3.88,102.33,26.2,30.4,,94.0
96295,TANJUNGKARANG/RADININTENII,インドネシア,-5.10,105.18,26.6,29.4,,0.0
96315,バンダルスリブガワン/ブルネイ国際空港,ブルネイ,4.93,114.93,27.8,31.8,,18.0
96413,クチン,マレーシア（サバ・サラワク）,1.48,110.33,25.5,,,8.2
96421,シブ,マレーシア（サバ・サラワク）,2.33,111.83,26.3,,,3.2
96441,ビントゥル,マレーシア（サバ・サラワク）,3.20,113.03,27.1,,,8.0
96449,ミリ,マレーシア（サバ・サラワク）,4.33,113.98,26.7,,,0.0
96465,ラブアン,マレーシア（サバ・サラワク）,5.30,115.25,28.5,,,0.0
96471,コタキナバル,マレーシア（サバ・サラワク）,5.93,116.05,27.0,,,0.8
96481,タワウ,マレーシア（サバ・サラワク）,4.27,117.88,26.2,,,0.0
96491,サンダカン,マレーシア（サバ・サラワク）,5.90,118.07,26.9,,,35.0
96505,LONGBAWAN/JUVAISEMARING,インドネシア,3.73,115.68,,,,0.0
96509,タラカン,インドネシア,3.33,117.57,27.0,31.2,,41.5
96525,タンジュンスロル,インドネシア,2.85,117.33,26.7,31.8,,12.0
96529,タンジュンレデブ,インドネシア,2.12,117.45,26.3,31.4,,27.0
96535,PALOH,インドネシア,1.77,109.30,,28.0,,96.0
96557,ナンガピノー,インドネシア,-0.35,111.78,,32.6,,15.8
96559,シンタン,インドネシア,0.12,111.53,26.3,32.0,,4.0
96565,プトゥシバウ,インドネシア,0.88,112.93,,32.8,,4.0
96581,ポンティアナク,インドネシア,-0.15,109.40,26.5,31.6,,34.1
96595,ムアラテウェ,インドネシア,-0.95,114.90,,32.7,,10.0
96607,サマリンダ,インドネシア,-0.62,117.15,,33.4,,0.0
96615,ケタパン,インドネシア,-1.85,109.97,27.7,31.7,,6.0
96633,バリクパパン,インドネシア,-1.27,116.90,27.4,30.9,,12.0
96645,パンカランブーン,インドネシア,-2.70,111.70,26.5,31.9,,13.0
96655,パランカラジャ,インドネシア,-1.00,114.00,26.2,31.5,,4.0
96685,バンジャルマシン,インドネシア,-3.43,114.75,26.6,29.6,,0.9
96695,KOTABARU/STAGEN,インドネシア,-3.40,116.22,,29.3,,0.0
96737,スラン,インドネシア,-6.12,106.13,27.5,31.9,,0.0
96739,CURUG/BUDIARTO,インドネシア,-6.23,106.65,26.3,30.4,,2.0
96741,ジャカルタ,インドネシア,-6.10,106.87,27.2,29.0,,4.0
96745,ジャカルタ,インドネシア,-6.18,106.83,26.7,30.2,,3.0
96749,ジャカルタ/スカルノハッタ国際空港,インドネシア,-6.12,106.65,26.4,29.5,,3.0
96751,ボゴール,インドネシア,-6.70,106.93,21.3,24.1,,3.0
96781,バンドン／HUSEIN,インドネシア,-6.90,107.58,23.0,29.8,,5.0
96791,チレボン,インドネシア,-6.75,108.27,26.5,32.2,,5.0
96797,テガル,インドネシア,-6.85,109.15,27.3,30.8,,2.0
96805,チラチャップ,インドネシア,-7.73,109.02,26.7,31.6,,5.0
96837,スマラン,インドネシア,-6.97,110.42,27.4,31.8,,23.0
96839,スマラン,インドネシア,-6.98,110.38,27.1,31.0,,27.0
96925,SANGKAPURA(BAWEANIS.),インドネシア,-5.85,112.63,26.4,30.2,,13.2
96933,スラバヤ,インドネシア,-7.22,112.72,27.8,32.5,,3.0
96935,スラバヤ,インドネシア,-7.37,112.77,26.6,30.6,,0.0
96937,SURABAYA/PERAKII,インドネシア,-7.22,112.72,28.0,33.8,,0.4
96973,KALIANGET(MADURAIS),インドネシア,-7.05,113.97,27.5,32.0,,18.0
96987,バニュワンギ,インドネシア,-8.22,114.38,26.8,30.7,,4.0
96995,クリスマス島,ISLANDS,-10.45,105.68,25.9,,,
96996,ココス諸島,ISLANDS,-12.18,96.83,26.7,29.9,,0.0
97008,NAHA／タフナ,インドネシア,3.58,125.47,26.4,30.6,,0.0
